host,value
jqhryfyqqj,0.0
kpzwhkgits,0.0
xiohxzfjuy,0.0
hljlagjefx,0.0
awxheaiudv,0.0
ukaeoffdrv,0.0
uazxmqxskg,0.0
bgfmdvkcog,0.0
twamrhfzjq,0.0
gblbzhgbrs,0.0
oobarpafqd,0.0
annlymuoai,0.0
bmnjgriarz,0.0
ljxiflucbr,0.0
cxzkgzncox,0.0
rsqakamtiy,0.0
rdghnvreda,0.0
uxjbltgluf,0.0
nsbnangkxk,0.0
lxanyfiwlc,0.0
ancqfapldr,0.0
rycmjorqyn,0.0
aypjggnhix,0.0
vvwmsyzgnh,0.0
mdfcszuvhb,0.0
sjqcdjapyx,0.0
zcocadqqkd,0.0
ovdrqkjfyq,0.0
nkkjeqihfu,0.0
kukrmduahl,0.0
yryrfeqwsk,0.0
isrhmgawix,0.0
zcpzldevvv,0.0
wuxsbdlueu,0.0
vbkcomdsjw,0.0
kfcacpggsl,0.0
fhnitrqnwx,0.0
nkgckiavxh,0.0
qedmwfelvp,0.0
ifloukinrj,0.0
qundfmxyus,0.0
juljfujzjh,0.0
mzauxnhzvm,0.0
rqqrbztids,0.0
neqxjenzom,0.0
xemijyonhg,0.0
rohhosaauf,0.0
kmigrtihds,0.0
ytrjqykvhv,0.0
hfhccmiqfa,0.0
ubcrkkscsa,0.0
azkylbwwme,0.0
zhryugnqxh,0.0
axaklhsubs,0.0
fmdtzuoqmy,0.0
rqvtnhshep,0.0
fbqgzmjvls,0.0
ttirddpnzy,0.0
vbdwdumtpj,0.0
rbhpllhsqi,0.0
zlfwqbrrsi,0.0
kphgsmxjlr,0.0
mapqacqtgx,0.0
rntvilzcqz,0.0
awniicclft,0.0
tuykixrhda,0.0
fhhfmgzvjq,0.0
nzmqbvvamx,0.0
fckgorhcuf,0.0
dhcqztceum,0.0
idgapguaqc,0.0
zunmgclnis,0.0
vzhcxtbtvg,0.0
hwkemipwbk,0.0
zodackcfmv,0.0
nnbivohfug,0.0
bdiwplvlsu,0.0
oigsudvrvj,0.0
vioznzsrte,0.0
daviaxcnff,0.0
aidlvuiiss,0.0
kmzdgcwwrv,0.0
thsdiuebfy,0.0
iqtbxdkmfc,0.0
yfjdyozgdn,0.0
ilhecmmupm,0.0
joxkoecurn,0.0
djlqsmkmhj,0.0
mlpwkijugk,0.0
ykyeqjmkzm,0.0
proacmaxvy,0.0
qxhqxbyrcb,0.0
oqckqwihvh,0.0
keguwzalln,0.0
adgqvtyzjr,0.0
eeyrymjhkv,0.0
wvrahftewh,0.0
gbnbnrvgsv,0.0
btgmhqtdfx,0.0
scpzlgbsgy,0.0
pduaasdmhe,0.0
reioqlsemn,0.0
vygiiahkqu,0.0
pyvrrbinve,0.0
msjudaagvc,0.0
ryqlonilkf,0.0
esexqhyouw,0.0
bpjopwvtay,0.0
ydsjtrdpgf,0.0
gnhyjihzmm,0.0
bspvedgewk,0.0
owtngpokcl,0.0
klvpzedszy,0.0
mrrkfckaaa,0.0
smkcgozryp,0.0
hqtupdjhtl,0.0
ehhmrjqnqe,0.0
ouwmkxjzlm,0.0
jbyfxsqlso,0.0
nqoaejyzqg,0.0
wudoavkcrc,0.0
lrgrwmcdpf,0.0
wusnbdcrkc,0.0
llxqqckyiw,0.0
kjvonlzccr,0.0
dshcpklpib,0.0
kgdcdyfeel,0.0
apfhmkxowz,0.0
efxdansgoj,0.0
ekxbfjhhbm,0.0
sxvhebbdxz,0.0
vzcgacfunb,0.0
orduufdgqc,0.0
fxbhxedljt,0.0
ahebwylbhi,0.0
hppfbrqsbg,0.0
vtzxjpmyzp,0.0
ogizaizjvq,0.0
hgnkwlxcjh,0.0
ardjvbeyrn,0.0
gknjlnjrso,0.0
qxbgrcmyau,0.0
xjsgkqauoz,0.0
ywboymhvrt,0.0
iwwytdpxpu,0.0
nlngnacymj,0.0
yxbndswxap,0.0
ntymfmyrbr,0.0
tjvcjwuawq,0.0
xkvmkkibra,0.0
dzpujlungk,0.0
kukdltnevz,0.0
afxlvkijkf,0.0
vlbiqqeslp,0.0
lgkpnzrifc,0.0
zrvcoclqit,0.0
ayrtooxbku,0.0
mitnjflyts,0.0
kuzdegddtw,0.0
cvhecldiej,0.0
tyfrxjuoid,0.0
gdyrqswieq,0.0
kwaclogbvp,0.0
rfntdihwvb,0.0
sxjrthawcv,0.0
iblvfrivwo,0.0
codocoajfp,0.0
iinrprdtpg,0.0
ruoaeprfyl,0.0
scvvwizioy,0.0
kxienzlzjc,0.0
euyhksngwo,0.0
gablncsqji,0.0
xuqachyeia,0.0
caifjiyzcp,0.0
jprhwlsifi,0.0
uypxhtgtrk,0.0
fotkkteosw,0.0
vkyerwqqwb,0.0
qsawvahlnx,0.0
roevsojdrj,0.0
ykrfqtmdfj,0.0
xqmrlfbsyo,0.0
zupdndmnur,0.0
loajladrxy,0.0
vbbglhsgyl,0.0
tgcktlmsam,0.0
lionlqbgeh,0.0
nanclntpex,0.0
petcdrjvut,0.0
igzdrfafdp,0.0
ricifhuehi,0.0
hrajtorrhy,0.0
jeihyanoxg,0.0
fdbftdajqh,0.0
rkehzsyybr,0.0
skmjjpernx,0.0
zpymwghafu,0.0
mayhpkrtzf,0.0
kjodsfzdom,0.0
ivbiulswxx,0.0
sedruwuhfi,0.0
nabjolsijy,0.0
axqaicdtxj,0.0
zsscwcnbku,0.0
uiibydpyqt,0.0
wokdvekdvl,0.0
tzofwwxzgm,0.0
byhqqgcipw,0.0
zztwckymjb,0.0
vytnderyau,0.0
tnvcfbilqz,0.0
srretqqqda,0.0
rolyhyvtbm,0.0
vyepdlkstc,0.0
zeximlncbn,0.0
aolhichzmv,0.0
quypsbvdev,0.0
koqoenwydw,0.0
pffoubngko,0.0
ulcbnkpyqb,2.09
caincsuvih,6.99
ssngeofgsa,4.61
hwwboxblof,9.94
oylgnxjqxq,9.4
ddbkkfevqr,9.52
szfiwcjtio,1.25
vgtayldvez,0.23
ugdxpsxuyn,1.62
tslhpmpwpm,2.32
gwwyncyvgo,9.04
cwbhredgcc,1.88
xfllpfnmqn,6.42
mocqeykvps,8.06
zjgrpjidqv,1.4
heykeantvt,9.09
dgrtygdzsp,1.79
yshjbvovrf,8.09
znsuffkeav,1.28
xbwocyxmrw,7.77
uslllztpfl,6.77
hfxhamkgqb,3.55
wnyqochwjd,5.98
frjdqqcnyr,4.6
avfppyxuaj,5.57
wgcxswppnw,1.0
wyecyipfda,7.8
ubrlpyzvrc,7.94
qhkjntntkc,0.65
gdwojeruvh,7.63
hpabgsvhlw,1.6
cryjbejfgp,3.04
fsnsebejws,3.85
womxzpzvgr,6.06
idpzqmwdla,5.87
pnnfvntkiu,3.29
yyykjspfai,1.26
yfvppakpxa,5.72
aztdmdvuqa,6.44
npopwnlhkh,8.12
gyongcfjtd,0.34
acawzivakk,2.82
gyagxchjrs,0.94
hpiexvcbrj,5.26
kjolmphwvm,1.33
blkuhhdqyh,9.62
feylqndsak,0.34
oecrswcvrf,6.46
pphygjfjop,6.84
cmqjrvuiww,2.44
lazcgohnoh,2.33
rpaorbfich,1.03
azdiznbjnx,7.77
rfzoigqqre,4.31
udkhxrjcgy,4.46
dmqwcpuunc,2.43
ouxzjyrwdf,7.96
twuwhnywwt,5.92
yiqtmwwxgi,0.46
ugqwmhuouv,3.65
emhdorvift,9.5
vutespevrq,8.73
kjmxsybboo,1.26
xrkmyrijod,6.53
cukvaviijh,5.38
upwbtbqznm,6.51
wwynhtmgza,6.18
nspejeahly,0.59
vhgcgiajkz,1.97
kvklghtkam,6.81
bqdowwbfgr,7.05
prsymcfvqx,1.85
qxfsfmwfvg,3.13
vonddvbbmk,3.36
rpksojwxee,7.27
gqbswonlqt,7.88
cjjnvswoji,2.75
bzaeaeacgc,4.09
cqwnzoaxzw,1.54
xfwlfjeznn,0.55
vrxslykody,1.88
lelgldhraz,4.83
xjoycsvorn,1.28
tdcrwfiolx,1.6
cdilvoszzj,7.69
zmocfgguux,5.29
zintdchnrj,8.27
bgyuicwnty,6.74
bbjsgnybbf,8.38
vvdjqfebkx,9.62
mlmmpyrdon,3.53
lacckysoui,7.03
mpkkwmjtpj,2.9
spxojtthpz,2.12
tmdtyzmpaw,6.56
yxdrdyshhs,8.46
kscvoofpcl,2.19
qaomwdhgll,4.51
zqkjfpxnqm,7.49
wrbmltesio,2.45
tihefocail,9.8
eqnigyqjis,6.69
eysqfbiqls,1.23
zmgtwwpoac,4.52
cgiganiijz,9.72
qgbawmqjqv,1.49
lvlzcvpunq,2.23
ftltlljfrh,0.72
tmqwdjqvdb,0.74
icuwiikfwl,7.46
gsbtigkfiz,9.79
fxgsqyflbp,9.88
zqykdcrgip,9.32
prhllahbkl,5.77
kzqtpnrebe,0.47
scxdbuiyfe,0.28
vbufhoqgga,2.17
ulapcewzzq,4.38
bnvwyekpag,6.34
hokeprubfq,0.12
yjtkeqgaeb,0.06
xsemzhmlgn,3.25
oujpahzfea,6.11
ogmmfhlhjf,2.84
bcavbhpnep,6.01
xurqldlnht,2.43
shxufhsgak,9.76
gbhzlsjitj,6.92
kzguwmatsu,5.52
bioshpksuv,4.58
invwlswtlw,8.27
kszbxoydds,2.92
nxruyacqjd,1.91
emkprfjgmi,1.86
arzxvhhsqq,9.54
tbclaswzzp,8.24
ltmfnayqwd,4.37
buiftjvfzn,4.48
fhhtyvmchc,7.58
kcefwwzjlh,4.0
ggijtmazfy,4.59
rtksenxywl,1.44
wslhoisvuu,1.9
usxlagtixf,9.51
jsknatijpi,3.84
kzwggqsmst,3.7
ktznrthjfj,7.1
qmdaztatxd,8.14
jptupsrrix,2.91
mrvtpmvwhg,5.71
dnevjuxqfl,9.89
cmcdldxvsg,8.95
edqpuicpvp,4.98
pecomdxtas,5.83
caodvvpztr,2.85
svgmxgyorb,8.06
svvpkpfoog,7.62
wgkjxqflqp,8.57
ygjzoempcj,0.24
rndrawhigw,8.13
ezddnbazzo,6.14
lpsdpwbxsb,4.98
vlcrkzhlsq,8.69
pgjubshjje,4.02
psrfnpidyf,9.47
ahdzitgkco,5.63
dtadbuzbzf,9.29
kzshonofib,2.61
lpbgunaxbs,2.47
msjcpojvlj,5.8
ctejntcixq,8.86
ctpdohemvb,7.84
qovbkygfos,3.24
kphleepkpb,6.56
uoqhcrkaoj,6.56
wpyrqmdehv,2.45
oqitvewped,6.98
czzmgnjtsx,5.37
acliozlcfn,8.24
umqcuafpez,0.95
azvuhdoefa,8.05
iyfpgnsxrs,0.39
iftaeliclw,5.5
fpmbeefbth,2.91
byocyrpeej,4.18
ixkvmdnlvf,0.49
jjuizjjnow,3.71
fgohcpiell,4.46
ekqpwmlads,7.94
flabexgdcv,1.85
ubjvdbqvpj,8.92
zfrayflxdy,9.24
tdqvbfpsfc,8.23
weetdtdttq,9.69
mujqjdzjzw,2.58
adfxvzfpuv,6.54
lrcocrxceh,4.92
cauyioechh,4.41
eosfryeygr,9.51
oyvdlhlteu,6.05
wsxhfyweeu,3.79
dirhungmne,2.16
iuznkebfri,5.26
rfqmlxpoxs,5.65
kwafysitxq,0.97
mnjbfjqbuv,0.75
hvoxrczojg,6.08
tnvbynichd,8.59
qtujuiyild,4.7
jexqietzsm,0.43
ulylsrzpgu,6.56
mlcfamcvvw,3.72
lmrhdyaico,3.71
orkdsccimf,8.34
qzuoobqaqb,5.31
oefyqinppe,1.49
xafepthxhl,4.49
deyrqeajts,5.03
xxdvukceyb,1.77
tjejbkpfkv,7.84
yttbkwckhk,8.1
hefmunacom,4.92
wohpwbspxe,1.52
ffjkvpoccu,6.76
tdwlvhyncz,7.13
okoqgqbxqx,7.51
ndggegzlwd,3.7
hqxvoagdav,9.71
ebhvsnqvqd,1.91
ajhpxghunq,6.99
cqcueclstg,9.06
jtdmkrbtaz,7.36
eumhtszbzq,0.74
zakogstsbd,3.4
xqkuakxndf,0.68
cipsafgnoz,9.02
dzvghmpycj,5.68
systbvrgqy,2.15
ewduzlewnx,0.21
xpnwjdctll,0.36
bmuhflhwzb,3.1
hffjaeljjt,4.02
ydlhvmrecy,5.42
nfvwyjfrbl,9.46
wvqrhhiqiw,3.84
sjrdafkteh,0.94
haeyuctlcp,2.55
lxkyxzlwev,6.61
vnmofiyiil,0.67
okatblcfma,5.88
arwqlzzsbn,8.61
ilximomtxz,7.64
uqjsdukexp,1.82
gvgusnjvki,6.91
vyeoixnqqr,3.67
uhcccibvlg,7.16
skdkvknzmy,9.32
acyrsoxhgv,2.9
zphbnvkpvs,6.18
kvnavkwqqo,0.53
irukqudjwj,8.96
fplaqibfdi,0.99
btcwjfixqb,1.29
sudlelzozf,9.35
czsrvehdqu,7.22
xvtyckynrb,5.78
lpirvqjdir,2.44
ovbzgdmcrr,3.79
zpgohodrzc,4.82
sekpwyxxeu,8.57
ucsmnmjklt,6.11
wxpjqpljsy,2.04
xwlfsghcmp,0.42
jsnbnwhwdg,6.01
ljzpofzptf,8.76
kjzmucwryx,2.04
pnagjokzvp,6.01
ponvfovblj,5.69
okjbkttlcf,5.84
wezdoowchr,0.26
maxjjaffib,8.46
qrprgfmxgk,5.47
hhdqgsdqge,0.73
xgydedocad,7.45
sgfmrqollf,0.36
ncsugrlnow,0.11
oviegutxwo,7.27
reqsvqhpag,3.62
xocmsiftee,2.16
qaoyhalaba,3.93
fsurkukauy,2.64
uzgluuhmxa,6.85
wbebmxrhma,0.89
atsddkvpsf,5.71
gmfrxydgrn,3.97
qmauhnapbw,7.24
urpmptbhep,6.83
fuswfubvfo,6.27
yboohmdkph,4.14
kicepxbqhw,4.9
kiltdczvky,2.35
bwmushkmlv,5.37
absddbtzdv,4.61
auqsmqqfbv,1.22
anukkmqnpe,3.73
amubgdrkju,3.17
msaendqgln,1.36
nmepcafbdf,2.72
qmjgqnnyty,9.51
qnklrelaqu,8.21
wxfulxonqp,0.82
vludgaynnm,1.88
buatlzzhiz,7.86
nyhynmlfrt,3.01
tnwltwxrmr,2.1
qnfxdivhjg,8.07
ktacktkhnv,0.96
wjcdfhsqbr,5.3
wpmanoggzm,1.49
micggonmpt,6.17
wrhrjcayqy,8.35
kblwvojmdw,2.67
jzwhsacogr,4.96
iafqxlnvgz,4.9
dvggvuzegv,4.92
zkzhybcgiy,1.56
enahudsxqn,6.64
ipkviqviwf,3.07
ccetubddfh,3.75
ehgfrjfekc,9.93
rpzcvphqzl,6.0
ikikcakhwu,4.8
yqmaiqbzvm,0.69
chcooudffq,5.17
bxfygbitvh,4.26
boyvqzhdpe,1.31
cqrsrwtnlw,4.3
xdwolawgqb,0.92
igdygkhjjh,7.22
nmwxanrmzo,4.12
dkptlacnol,7.94
vdhbzxzods,9.69
odptajuutf,7.29
drcgxleyyw,6.86
satkwfghsx,2.77
nmrpbzdmoe,8.84
qbtcdndriw,7.84
jmrzdrutrj,6.06
jqwuvwtsdq,8.16
qmumzzecfh,6.65
armpjchkym,8.17
xcsbccwvez,0.49
pdhbiojuxn,1.79
dkyicdzxqc,4.15
vtobcneejh,5.14
jduqlxyntk,8.3
dukbsexzev,8.71
jebdmialwb,8.1
ibtmirsioo,9.35
cnotndljjv,4.05
okqnbgpjst,7.21
wvxpowgusg,8.24
isvjzvrxhd,8.34
dhcdlnklmi,7.63
iyqiorabfn,0.2
bnktwjlgtg,0.6
qfesrgxuwk,6.08
kuvkkxreao,8.75
hwxwwpuunf,7.95
lfthpqhsce,5.22
sxeklgtznf,9.48
whfohcqvkm,8.65
vxnmrnwrmk,2.39
qqggqurrdj,9.87
xyfhydtmsc,8.14
vciregrona,5.28
cnczqtekuw,7.06
sewdtgltwd,1.26
wreqeoxuce,7.96
besbputclb,8.21
teaqolpkjy,4.78
lneeukcgrm,7.25
kcwlstpckb,2.91
ppleomtpzp,2.19
hvngiiuuhb,1.58
kclauwshtj,6.39
elofmuajcr,0.75
cyuwwdpzze,2.92
jpjnsuhvxm,5.1
eeujdfdhwf,2.91
xzuomvbwkx,4.27
nxuwwfhpbw,2.13
ixhqezqaqg,3.29
tdtasyfhrv,3.6
puwspadlta,6.09
mfsyzldjkg,4.8
wuosechbcq,1.01
dnfkrjyvlx,8.4
babvoeffio,1.12
pqcwnsxpny,0.81
gglmrnwnpm,9.0
hakhkuixji,5.08
cgquwkwxdo,0.03
efzpisgozo,3.45
ioqgslrfbo,3.19
ryxlkvwhok,5.1
xlgpftxgus,8.46
pdffhhwioz,1.38
iizcortjmo,3.72
cyisnpyshd,3.05
pbpzhbczok,6.14
ymbiwpjidj,1.44
tooqeguhtt,5.14
eavytfasbo,3.86
cswhhlublk,1.49
gnpdpcugoa,4.46
urqzxkwtox,4.48
zwtuezzkwx,9.97
frnophyecs,8.17
wtfafefcqe,7.71
rylwdrbcjx,7.71
blqltghuea,3.07
tediofugao,7.77
xbdsblaodj,4.01
slcihzsvoi,9.14
ofgrlcgqvo,6.94
wohswbihdg,4.0
zccodpxtsj,5.49
izugwwsjnb,3.12
awcdwwbicz,1.81
yttqbqcgts,2.85
hqrsfvltfy,1.33
uwdmmshqmb,0.36
bwzdaseuxx,5.26
fefhengfay,6.69
zeorpapvao,3.02
netyptzksb,7.82
hyrvckvhuz,9.64
ckobbhhcum,4.36
anqigocadi,2.38
pnxasagncx,5.13
neshejaptd,8.94
rnvxneiegd,1.82
fczprasntz,5.18
brigusblgo,7.65
ifclwyxjam,8.43
dwnpkrgyqf,1.08
zuyemceamj,8.48
acrbmbxrwz,7.55
wherwxinop,2.17
mcylbjbyzf,7.25
nmjudzryka,1.44
qvacavncay,5.2
wwqbbahqlt,0.05
qxxgerbptf,7.51
kimvabtqpa,5.52
vpqgyzelfe,8.55
fijxltcdrs,0.03
dgkzcfoqif,9.36
wlkdyikdnk,6.3
bmzvltpqmf,3.85
tljwscytbl,3.81
armhpfytqn,6.54
zpvgohyziw,1.33
jcxlvyhhty,2.74
dcgzxdzhvl,9.97
kdwgfryuod,5.47
rdnkpuwtwu,2.42
nrihmxfqqx,4.19
gfhfsjrdtk,9.08
rrfmdqoxol,0.54
zjweqjdtxo,4.2
qtaiquyfxk,0.73
ziqmrsoozm,3.6
ipjjyyesjt,8.13
xtpfzxvgpg,1.22
uhqlgzoiuc,1.6
vrhhnsoqan,3.58
zfnvthbqbg,8.01
mcogdgqyqi,3.66
cgywbddpkp,0.38
cpxgbzhogz,4.33
omytizygqc,7.59
kybadsalwl,1.52
hyfqzhdntm,1.18
vwcbdybhrm,4.01
fcmfvchako,1.79
mqxraufgcs,1.35
bxbpvgztxn,1.75
izmkveiklt,3.17
ogfeyciutn,0.55
qhrmfwfixp,2.5
nuqrqdknkc,7.03
unzgwbtmdm,5.1
dcmdkksduj,8.44
xlqbflbbtj,4.53
xupetoxtrp,4.0
yttbbdoeps,1.48
upqkerrhoj,6.05
hxporzlcxl,6.14
pyvwvxlgrx,1.04
mtmghobvsz,7.79
gtbvonhzri,1.8
huhoxjgiyc,0.11
surumyizeu,0.15
corovjaaps,9.23
owmugwcvru,6.21
vcagaknhee,6.95
jaobvatllm,1.74
jckkzilsij,5.83
zzfjosnaik,6.75
oyqjyaznxt,3.12
mkeexcugri,6.72
duzunpuafm,8.13
xtwulsmjii,8.2
yyrjjyskgd,1.39
gwomvgkvny,2.93
uqyzvshjgb,3.27
dbgblgdpni,0.19
zmrpgxghxl,1.97
uxdjjvkzlh,5.26
pbdchnsxfd,7.34
cmgyigffqs,1.28
pxgqhnrqit,2.1
uwcxrprhdb,3.45
uoqusxvlly,5.51
qmduwbhmeb,0.84
bujtyaddlr,9.01
zwbynzqjqo,0.99
lueqwxxwcx,7.06
tljazlcfgv,9.35
comhumtazy,0.17
hichaoqivq,8.55
ppaolsfqde,3.39
arzblgfsbm,5.03
fkrbrfwela,9.6
behroatbvs,2.36
cwcudhaewh,6.47
nnwrixnzhu,8.33
rmqhiolsly,4.22
qincpnvbqn,0.86
jedpqqwsbl,1.46
rkxxgxfynj,0.54
zzqulvhqeg,3.91
mkfrarabeh,8.64
cdmtirutcb,8.67
mmvtfvfgyk,7.64
ffhzdhwims,6.14
szmmfdneqe,3.18
adfrifgepd,8.51
raosntjwjj,9.64
ntakkqlqer,3.2
enutsayvpl,2.1
raymafmibb,6.99
bfyzxnfxhe,9.41
ztslaodirj,5.67
ndmammlxwe,2.47
ffkzdihrhy,1.18
vjklpzheew,8.19
sedtcixnpy,7.97
mhvpgiugvp,8.26
mlvrguxvej,7.76
shlkvmdyna,3.21
sezupgdrur,9.83
dzbxdgvzdl,0.23
unfcxhfspo,8.49
afpeurezzq,8.7
leqopvpaxo,5.0
ywobktykwo,7.8
syyuawhpey,9.16
thlyhoctha,5.74
asuwziwcxe,3.25
djoxzacakk,3.38
neltjlljav,0.7
tfjrosnamh,3.47
tczrxkfidi,6.3
sfvpjrubks,0.64
edrhzyqfuv,8.15
hwdilydeia,9.92
pzeysmxesf,6.74
kvgvusaaab,2.77
sowxnyiekm,3.28
grcklmekas,5.36
yuixzqsytm,8.51
fuvhwhokdh,7.89
clzjtxixub,7.83
smfaxppeaj,1.36
akllopsqpu,2.94
etkjomuuuu,1.88
wodbmokwrg,7.74
dfikpmybbc,6.04
onyrvxrxby,5.57
wjqvhxbexp,1.97
nihwnprcui,1.83
kbfeiwnxon,3.29
dpdwglaype,7.84
flxhartqqu,5.74
zwoqfgxnvr,6.21
zdqarcnyjk,1.44
fhwozwsmkc,1.33
hqjwsdwdrj,2.14
knaxenwwgn,6.56
fogeisigir,7.71
rptvjkwjsj,1.85
kqhhhqwbmj,8.3
yogfgbtsdt,5.42
coezxlognd,0.7
plvikituct,6.01
ixuqutfifm,9.95
uvlmppfqse,0.23
urtfanqmcf,9.95
wnigiihvax,1.75
rxtxyxvlnx,4.86
mqedtsrxkg,6.38
ypvwbwmkwk,1.51
iksmjytypq,6.9
ogmvfpnlvc,9.11
qgdvnjmcyp,3.39
mzmuujggzf,0.69
uezvkkutjz,9.67
xpzqgigkug,6.36
sbrkpvqsgh,2.15
xxxtmjbvwf,1.39
wxyhxidwse,8.79
cfubnsoyau,1.79
uowdgtcsmi,5.0
rkaqgxmdef,5.63
dmxzfuwnch,1.52
ffwubqszfi,5.45
hsetocoivf,8.83
lzulvswpzb,1.04
xostfttxth,4.57
jjbtntofxd,7.55
gbrwovmxqu,7.87
yxnlkzkviq,5.82
wlykinjjdt,4.09
ktxlkeuyiv,2.04
hdvggusteb,6.83
qoxdopxkjh,8.93
gbzupqonhx,9.82
fgrovacmao,9.71
coagfqsnge,3.33
iuqcuaqcjp,8.9
wvjomkjehc,1.54
hepbwysrny,6.49
zybjrpmpzl,9.96
qdthpcvfil,0.84
onzkxiciuy,1.47
ddvznmlzri,5.15
xntcitdcff,7.49
mhxqownnhx,0.79
rxprwfrivm,4.78
xcxnduqlgj,1.89
adnqipyaqb,8.04
bcfdfiokoh,1.8
dsmhuuudbd,4.21
ebtkuufdpv,5.83
kmzlmzqywc,4.96
gfsztqtdbs,9.41
vulziqpspi,5.47
gdkrqwslyf,0.16
sovtqwqowe,5.11
csudtbxtxv,1.96
bhjpzpkmyq,5.85
akvzhdjxni,3.99
oicpexlqpw,1.33
mnwqjmdgqp,1.52
nuioicgtyc,1.61
dhzchkxxdm,2.53
ltxmsirdpi,7.63
dqmoqsklno,7.73
odgtubszrw,5.92
hegilvmqrx,2.75
qfzwhkeyhv,5.99
mbgfrfphbl,1.09
mrbknpexvd,7.35
vwirmadimx,6.4
jfxgnrnuyi,1.79
vsconyxkwc,1.2
tzxfltqqpp,5.41
ocrmznwztl,2.26
fuzexrpgke,1.1
myosiofpms,7.59
uaklgfjvwh,7.07
krpnaafohd,5.29
olwyecdszl,0.58
kkwnegiwwd,5.33
dplwoluzig,6.38
ewsuzekcba,0.93
bcnbzzcrsr,8.21
okhgpbqaqf,9.69
luifsqubdc,1.87
jjyimgbjfv,5.28
atgfhalbzp,8.06
ascywmbqzp,0.37
wrsaymvcow,7.74
bncjfdcflm,4.87
oksnwlytod,6.95
ncsbdipgzm,9.3
ucglfqagru,2.14
upigvrdgwu,8.59
roltergckn,1.28
pqjdzraavc,5.2
ebnmqyrxqg,1.69
zpfdhatvfd,2.02
yikfuvaovw,1.43
giprvedzbn,4.67
ljwjohtkjr,7.39
fcghpukqid,7.19
jyfzvbirus,7.56
knckixtfve,3.94
enqvbaayfa,3.97
wwmbokgmld,4.99
mbrftfvmcv,6.32
whcswfsqyv,4.14
mjzqlhdiln,3.94
whjutmbmkl,3.37
tzojacdrre,9.26
bfhsurpyvl,4.76
pkohtdoswo,2.1
nnotodckgq,7.69
qqbpyspvaf,1.48
plwrvtbanb,6.64
menbnthaeg,8.19
qjoazvtrjt,7.48
pdzzlitnug,5.79
pbtohdctkg,9.69
miznthafbs,9.89
ivlmegrwhe,6.99
cufzpfmqtk,6.41
xbixvnmmku,1.68
jvvgrvcdat,6.21
rhtoaepkhd,3.41
sjanqusqho,6.7
hbxumzwvij,7.72
jkfqjweisl,6.48
yujimlgsvk,6.64
zzqllbwjnn,3.56
yylhhjdixl,0.88
slrtlvcxmq,0.16
kawxczaacs,1.82
buiovuubvr,8.18
usylntprpx,5.35
wysekxhnfh,8.43
wkvqxdsbou,5.66
xyziwbmbwe,2.77
yvzfchzedv,1.63
ziosojtczv,5.38
khezufnomo,1.67
ssgbnvmqsu,0.61
zkmpdgcrmf,3.75
ejqhggtxwk,3.06
nosngzuxso,1.6
eiaknvcisk,8.43
iutdtljjvu,8.25
vhptuphprx,4.33
wmkuvmjzcb,6.04
jptldlfhfl,6.38
zriujibdkw,3.43
lwlfzwmvgi,1.81
fxmkadsmvx,1.81
mqvrbmlerv,0.92
uyjkjlpfhh,1.01
ponokayxtg,7.55
wayqmtorgj,1.47
jovyrdimui,3.57
lwqwdgkpwh,9.27
ufijxipapx,7.2
jaedbjmcyk,3.34
